学校代号,学校名称,专业代号,专业名称,计划数,分数线,位次
6111,陕西中医药大学,2,中医学,2,594,59840
6128,西安科技大学,4,城乡规划,2,594,60488
6130,西安理工大学,10,能源与动力工程,2,594,60067
6130,西安理工大学,20,工程管理,2,594,59880
6130,西安理工大学,21,工程力学,2,594,59715
6143,西安邮电大学,13,智能感知工程,2,594,59547
6207,兰州理工大学,27,会计学,2,594,60522
6405,宁夏大学,9,过程装备与控制工程,2,594,59593
6517,中国石油大学(北京)克拉玛依校区,7,过程装备与控制工程,2,594,59563
9,温州医科大学,21,临床药学,1,594,59610
3606,南昌交通学院,13,金融学,1,594,60206
5211,贵州黔南科技学院,1,行政管理,1,594,59995
4,浙江师范大学,14,教育技术学(师范),40,593,61003
4,浙江师范大学,38,软件工程(中外合作办学),18,593,61002
4,浙江师范大学,42,材料科学与工程,10,593,60623
4,浙江师范大学,56,机器人工程,42,593,60677
5,宁波大学,56,预防医学,38,593,60791
10,浙江海洋大学,37,行政管理,70,593,60883
10,浙江海洋大学,48,英语,63,593,61510
13,中国计量大学,26,应用物理学,6,593,61200
13,中国计量大学,42,质量管理工程,20,593,60763
16,浙江财经大学,28,应用统计学,53,593,61005
18,浙大城市学院,24,广告学,36,593,60728
18,浙大城市学院,28,行政管理,39,593,61057
19,浙大宁波理工学院,8,法学,100,593,61078
25,浙江外国语学院,2,英语,27,593,61404
29,衢州学院,22,汉语言文学(师范),38,593,61618
36,杭州医学院,7,口腔医学,126,593,61359
1132,北京体育大学,18,休闲体育(中外合作办学),4,593,61308
1156,中国劳动关系学院,14,新闻学,2,593,61399
1164,中华女子学院,5,社会工作,2,593,61405
1223,天津科技大学,7,人工智能,3,593,61036
1223,天津科技大学,22,财务管理(中外合作办学),3,593,61292
1342,石家庄铁道大学,2,工商管理类,2,593,61254
1349,燕山大学,25,机械设计制造及其自动化,2,593,60565
1402,山西财经大学,13,工商管理,2,593,60691
1418,中北大学,4,智能无人系统技术,1,593,61122
2116,大连外国语大学,8,葡萄牙语,1,593,61429
2158,沈阳药科大学,3,药物化学,4,593,61071
2159,沈阳医学院,4,麻醉学,1,593,61302
2201,北华大学,1,法学,6,593,61497
2201,北华大学,2,思想政治教育(师范),2,593,61431
2214,吉林财经大学,3,新闻学,1,593,61261
2314,哈尔滨商业大学,23,经济学（4+3）,2,593,61445
2323,黑龙江大学,8,日语,2,593,61627
3127,上海海洋大学,1,水产类,7,593,60657
3138,上海立信会计金融学院,20,计算机科学与技术,4,593,61124
3138,上海立信会计金融学院,30,金融科技,4,593,60741
3159,上海应用技术大学,9,化妆品技术与工程,3,593,61511
3210,江苏海洋大学,11,工商管理,3,593,61551
3227,江苏科技大学,5,机械类,6,593,60723
3235,金陵科技学院,2,国际经济与贸易,1,593,61209
3238,南京财经大学,25,金融工程(中外合作办学),2,593,60793
3242,南京工程学院,22,集成电路设计与集成系统,2,593,61287
3242,南京工程学院,25,市场营销,2,593,61164
3243,南京工业大学,3,水质科学与技术,3,593,61664
3254,南京林业大学,7,家具设计与工程,3,593,61243
3268,无锡学院,22,法学,2,593,60795
3276,南通大学,31,药学,2,593,60708
3276,南通大学,33,教育技术学(师范),3,593,60822
3401,安徽财经大学,6,供应链管理,3,593,61421
3410,安徽工业大学,10,人工智能,2,593,61449
3410,安徽工业大学,15,自动化,2,593,61488
3416,安徽建筑大学,9,城乡规划,1,593,60593
3503,福建理工大学,9,历史建筑保护工程,2,593,61249
3523,华侨大学,10,智能制造工程,5,593,60646
3523,华侨大学,12,高分子材料与工程,2,593,60689
3541,武夷学院,19,汉语言文学,1,593,61469
3607,江西财经大学,45,网络空间安全,1,593,61256
3627,江西师范大学,35,数学与应用数学(师范),6,593,60669
3640,井冈山大学,18,历史学(师范),2,593,61402
3640,井冈山大学,22,思想政治教育(师范),2,593,60992
3649,南昌航空大学,27,电子商务,2,593,61426
3649,南昌航空大学,28,工商管理,2,593,61528
3649,南昌航空大学,35,飞行器制造工程（航空维修工程与技术）,2,593,61241
3652,豫章师范学院,4,汉语言文学(师范),2,593,61525
3705,济南大学,5,数据科学与大数据技术,4,593,61562
3714,青岛大学,22,光电信息科学与工程,3,593,60645
3714,青岛大学,23,测控技术与仪器,2,593,61286
3719,青岛科技大学,9,物流管理（供应链方向）,2,593,61660
3720,青岛理工大学,7,社会工作,1,593,60973
3720,青岛理工大学,27,自动化,2,593,60949
3728,山东财经大学,14,跨境电子商务,6,593,61231
3742,山东科技大学,3,智能制造工程,2,593,60861
3742,山东科技大学,5,物联网工程,2,593,60758
3745,山东农业大学,17,金融学,4,593,61667
3748,山东师范大学,22,通信工程,2,593,60802
4058,武汉工程大学,2,制药工程（含卓越计划班）,4,593,61620
4208,河南工业大学,7,工商管理,2,593,61386
4208,河南工业大学,28,英语,1,593,61480
4305,长沙理工大学,41,材料成型及控制工程,1,593,60753
4308,长沙学院,19,法学,4,593,61321
4310,衡阳师范学院,28,地理信息科学,1,593,60586
4330,湖南科技大学,24,数据科学与大数据技术,2,593,61042
4330,湖南科技大学,39,城乡规划,3,593,61152
4330,湖南科技大学,47,翻译,1,593,61669
4330,湖南科技大学,48,汉语国际教育,1,593,61612
4335,湖南农业大学,36,工商管理,3,593,61451
4339,湖南工商大学,3,跨境电子商务,1,593,61289
4339,湖南工商大学,6,供应链管理,2,593,61313
4358,南华大学,9,核物理,2,593,60885
4425,华南农业大学,27,动物药学,4,593,60761
4425,华南农业大学,48,生物科学(中外合作办学),3,593,61210
4431,南方医科大学,9,中药学,6,593,61173
4467,深圳北理莫斯科大学,4,国际经济与贸易(中外合作办学),2,593,61001
4521,桂林电子科技大学,3,电子封装技术,4,593,60655
4521,桂林电子科技大学,16,自动化,4,593,61315
5024,重庆理工大学,23,数据科学与大数据技术,2,593,60930
5025,重庆三峡学院,1,汉语言文学(师范),4,593,60959
5031,重庆医科大学,15,医学影像技术,2,593,61128
5109,成都大学,14,自动化,3,593,61134
5109,成都大学,16,软件工程,3,593,60608
5109,成都大学,23,临床医学,3,593,60635
5117,绵阳师范学院,1,汉语言文学(师范),1,593,60847
5129,四川农业大学,42,土木工程,5,593,60782
5210,贵州大学,24,环境科学(中外合作办学),2,593,61090
5304,昆明理工大学,9,智能制造工程,2,593,61111
5304,昆明理工大学,34,人工智能,2,593,60720
6130,西安理工大学,2,材料成型及控制工程,2,593,61135
6151,延安大学,2,英语(师范),2,593,61517
6405,宁夏大学,8,化学工程与工艺,2,593,61206
6501,石河子大学,7,临床医学,4,593,61035
6504,新疆大学,30,机器人工程,3,593,61026
6504,新疆大学,32,机械工程,2,593,61172
3254,南京林业大学,3,生物技术,1,593,60940
4036,武昌首义学院,16,金融学,1,593,61382
4094,武汉工程科技学院,10,小学教育,1,593,61501
4603,三亚学院,15,法学（自贸港法律）,1,593,60985
4603,三亚学院,40,思想政治教育,1,593,60821
6126,西安建筑科技大学华清学院,6,英语,1,593,61092
4,浙江师范大学,34,工业设计,13,592,61718
7,浙江工商大学,30,电子信息工程(中外合作办学),39,592,61919
11,浙江农林大学,45,计算机科学与技术,93,592,62355
12,浙江中医药大学,14,儿科学,21,592,61882
13,中国计量大学,27,声学,6,592,62265
18,浙大城市学院,17,城乡规划,46,592,62234
22,绍兴文理学院,6,英语(师范),85,592,62187
22,绍兴文理学院,14,会计学,123,592,62761
25,浙江外国语学院,18,汉语国际教育,31,592,62086
27,浙江传媒学院,43,英语,12,592,61795
38,丽水学院,2,汉语言文学(师范),42,592,62733
1132,北京体育大学,19,旅游管理(中外合作办学),4,592,62417
1170,北京联合大学,9,旅游管理,1,592,62746
1216,天津工业大学,6,无机非金属材料工程,3,592,62066
1223,天津科技大学,10,物联网工程,3,592,62243
1224,天津理工大学,8,大数据管理与应用,2,592,62657
1224,天津理工大学,25,光电信息科学与工程,3,592,62064
1226,天津美术学院,5,美术学,1,592,62084
1235,天津外国语大学,10,匈牙利语,1,592,61938
1235,天津外国语大学,12,朝鲜语,1,592,62721
1247,中国民航大学,6,工科试验班（航空航天）,26,592,61837
1349,燕山大学,6,工业设计,2,592,62145
1402,山西财经大学,4,贸易经济,2,592,62629
1418,中北大学,20,人工智能,1,592,61801
2116,大连外国语大学,10,西班牙语(中外合作办学),2,592,62476
2138,锦州医科大学,2,麻醉学,1,592,61973
2201,北华大学,3,小学教育(师范),2,592,61934
2201,北华大学,4,心理学(师范),2,592,62419
2210,长春理工大学,6,测控技术与仪器,3,592,61805
2210,长春理工大学,16,电子信息科学与技术,1,592,62446
2214,吉林财经大学,14,经济学,1,592,62695
2214,吉林财经大学,15,金融学,2,592,62684
2303,东北林业大学,16,土木工程,3,592,62312
2323,黑龙江大学,19,电子商务,2,592,62655
3138,上海立信会计金融学院,22,智能科学与技术,1,592,61719
3159,上海应用技术大学,1,材料科学与工程（卓越工程师计划试点班）,2,592,61922
3224,江苏理工学院,15,金融学,2,592,62359
3227,江苏科技大学,11,应用统计学,3,592,61950
3238,南京财经大学,24,经济统计学(中外合作办学),4,592,61962
3242,南京工程学院,4,能源动力类,5,592,62459
3243,南京工业大学,1,环境工程,3,592,61944
3243,南京工业大学,4,资源循环科学与工程,3,592,61783
3263,南京特殊教育师范学院,2,孤独症儿童教育(师范),2,592,62806
3266,南京晓庄学院,2,网络与新媒体,2,592,62600
3410,安徽工业大学,14,英语,2,592,62813
3416,安徽建筑大学,8,建筑学,1,592,61995
3422,安徽农业大学,31,社会工作,2,592,61872
3425,安徽师范大学,9,法语,2,592,62305
3425,安徽师范大学,11,葡萄牙语,2,592,62213
3446,合肥大学,19,财务管理,2,592,61733
3453,皖南医学院,4,口腔医学,6,592,62820
3537,泉州师范学院,2,小学教育(师范),3,592,62824
3548,厦门理工学院,5,电子商务,3,592,62559
3604,赣南医科大学,3,口腔医学,2,592,62204
3605,华东交通大学,7,新能源汽车工程,2,592,61769
3605,华东交通大学,16,物联网工程,2,592,62497
3625,江西农业大学,24,金融学,2,592,62241
3627,江西师范大学,3,广播电视编导,3,592,62290
3627,江西师范大学,21,计算机科学与技术,3,592,61724
3627,江西师范大学,24,数据科学与大数据技术,1,592,61912
3627,江西师范大学,41,电子信息类,3,592,61808
3637,江西中医药大学,4,中西医临床医学,4,592,61710
3705,济南大学,16,集成电路设计与集成系统,4,592,61722
3705,济南大学,19,地理科学（含师范）,3,592,62499
3705,济南大学,25,特殊教育(师范),2,592,62509
3720,青岛理工大学,24,软件工程,2,592,61811
3720,青岛理工大学,33,数学与应用数学,1,592,61823
3734,山东工商学院,8,会计学,2,592,62338
3748,山东师范大学,10,广播电视编导,2,592,62412
3748,山东师范大学,14,物理学(师范),3,592,62223
3748,山东师范大学,24,计算机类,4,592,61760
3759,山东第二医科大学,5,医学影像学,2,592,61975
3760,烟台大学,6,日语,2,592,62763
3781,山东电力高等专科学校,501,供用电技术,50,592,62632
4022,湖北民族大学,1,汉语言文学,2,592,62758
4037,华中农业大学,14,水产类,14,592,62449
4048,三峡大学,9,数学与应用数学（教师教育、大数据与科学计算方向）,3,592,61931
4070,武汉纺织大学,13,国际经济与贸易,5,592,62556
4211,河南科技大学,13,计算机科学与技术,2,592,62350
4305,长沙理工大学,48,应用化学,1,592,61716
4305,长沙理工大学,51,无机非金属材料工程,2,592,61964
4322,湖南工业大学,17,工商管理类,4,592,61940
4322,湖南工业大学,22,广告学,2,592,62344
4330,湖南科技大学,40,风景园林,3,592,62210
4414,广东药科大学,8,中西医临床医学,3,592,61775
4425,华南农业大学,31,野生动物与自然保护区管理（长隆班）,2,592,62315
4433,汕头大学,5,应用化学,3,592,62533
4445,广东海洋大学,16,行政管理,1,592,62604
4517,广西医科大学,4,儿科学,3,592,61997
5022,重庆交通大学,6,电子信息类,3,592,62367
5022,重庆交通大学,10,外国语言文学类,3,592,62325
5024,重庆理工大学,15,物流管理,2,592,62272
5107,成都信息工程大学,5,气象技术与工程,2,592,61832
5111,成都中医药大学,11,食品卫生与营养学,2,592,61866
5131,四川师范大学,6,旅游管理,2,592,62424
5220,遵义医科大学,3,口腔医学,11,592,62207
6105,陕西科技大学,8,计算机类,6,592,62197
6128,西安科技大学,5,机械设计制造及其自动化,2,592,62239
6151,延安大学,3,汉语国际教育(师范),2,592,62267
6209,兰州财经大学,1,会计学,3,592,62696
6301,青海大学,23,水利水电工程,2,592,62121
6301,青海大学,38,水利水电工程（卓越工程师）,1,592,62591
6501,石河子大学,5,计算机类,4,592,62219
6504,新疆大学,29,信息安全,2,592,62413
9031,中国人民警察大学,1,消防工程,2,592,62399
1141,北京邮电大学世纪学院,9,财务管理,1,592,62551
1323,河北金融学院,5,会计学,3,592,61878
1345,石家庄邮电职业技术学院,503,邮政快递运营管理,1,592,62419
5305,昆明理工大学津桥学院,19,监狱学,1,592,62797
7,浙江工商大学,8,食品科学与工程类,35,591,62995
7,浙江工商大学,28,生物工程,18,591,63464
10,浙江海洋大学,12,护理学,46,591,63306
10,浙江海洋大学,42,物流管理,56,591,63788
13,中国计量大学,39,工业设计,15,591,62839
17,嘉兴大学,1,经济学,105,591,63553
18,浙大城市学院,22,旅游管理,20,591,63461
18,浙大城市学院,30,日语,5,591,63524
18,浙大城市学院,31,德语,5,591,63388
20,杭州师范大学,36,生物技术,14,591,63013
24,温州大学,50,电气工程及其自动化（卓工超豪示范班）,80,591,63576
24,温州大学,53,计算机科学与技术,74,591,63224
